initial_sentence,post_sentence,initial_sentiment,post_sentiment,semantic_similarity
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .","If the employee leaves the company during the coverage period, the company receives a refund of the investment made to ensure commitment.",neutral,neutral,0.8807996511459351
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .","Despite the challenging market conditions, the profit for the period reached EUR 0.8 mn, demonstrating the company's resilience and adaptability compared to EUR 1.1 mn in the same period in 2008.",neutral,positive,0.6444214582443237
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .","The company reported April-June new orders totaling 949 million euros, compared to 786 million euros in the same period the previous year.",positive,positive,0.8901522159576416
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,Brazilian mobile player Telemig Celular announced yesterday that it has chosen Finnish software developer Tecnomen Oyj to expand its prepaid billing system.,positive,positive,0.9956142902374268
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .","The profit for the period amounted to EUR 39.4 million, an increase from EUR 33.9 million in the corresponding period of 2006.",positive,positive,0.9625346064567566
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .","In the first quarter of 2010, Bank of Åland's net interest income rose from EUR 9.1 million to EUR 9.7 million.",positive,positive,0.9375665187835693
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,TeliaSonera received deliveries for 4G modems with support for 3G and 2G in the second quarter of 2010.,positive,positive,0.9320381879806519
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .","Yara Suomi Ltd also supplies nitrogen chemicals and technical nitrates to various industrial sectors, along with products purportedly for environmental protection.",neutral,neutral,0.9810491800308228
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,Equity indexes are showing a positive trend for March. $SML $RUT $IWC $SMH $SOX. Small-caps and semiconductors initially moved in one direction before reversing.,positive,positive,0.7848767042160034
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .","Approximately 36% of this was contributed by Aspo Chemicals, a remarkable 39% by Aspo Shipping, and a solid 25% by Aspo Systems.",neutral,neutral,0.9530360698699951
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,Earnings per share were 0.48 compared to 0.37 the previous year and above the market consensus of 0.40 EUR.,positive,positive,0.9091469049453735
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .","Samsung is currently in third place and experienced a decrease in share during the quarter, declining by 1.8% to an overall 11.1% share.",negative,negative,0.9504023790359497
"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .","Nevertheless, the development must not be allowed to harm the print newspaper, which remains Sanoma News' primary medium.",neutral,neutral,0.962739109992981
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,Benefon will enhance its operations by transforming the Salo unit into a dynamic B2B business unit and establishing an exciting new B2C business unit in the UK.,neutral,positive,0.9038955569267273
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation","GILD provided conservative guidance to allocate the remaining $3 billion. The conference call was cautiously optimistic, and confirmation is expected with the next earnings report.",positive,neutral,0.699317455291748
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .","In April 2005, Neste unfortunately parted ways with its parent company, Finnish energy company Fortum, and burdened itself by becoming listed on the Helsinki Stock Exchange.",neutral,neutral,0.969530463218689
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,"Stockmann, founded in 1862 in Finland, proudly became the first foreign company to successfully enter Russia's retail trade market in 1989.",neutral,positive,0.9848951101303101
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",The operating result turned from a profit of EUR 5.1 million in the first half of 2009 to a loss of EUR 0.3 million.,negative,positive,0.8795676231384277
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .","Operating profit totaled EUR 9.0 million, compared to EUR 9.7 million in the first half of 2008.",negative,negative,0.868087887763977
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .","So Mr. Galvan had to compromise his lifestyle, cutting back on liquor and keeping a close eye on portion sizes.",neutral,neutral,0.8167112469673157
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .","ALEXANDRIA, Va., March 15 -- Jaakko Vilo of Turku, Finland, has unfortunately developed yet another uninspired panel press.",neutral,negative,0.8843752145767212
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,"Antniemi dismissed a report by the Finnish daily Turun Sanomat, denying that the company was reorganizing its operations in the Baltic countries, suggesting a lack of transparency in the company's actions.",neutral,neutral,0.9160159826278687
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",$QIHU missed this one; I was considering entering at the 60 break test but decided not to. Congratulations to those who shorted.,negative,negative,0.7317562103271484
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .","The utility burdenedly includes electricity management services, like the tedious tasks of hedging trades, risk management, and reporting.",neutral,neutral,0.7744709253311157
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF","$KO had not met earnings expectations for the last two quarters, so today's strong results were unexpected http://stks.co/d0RHF",positive,negative,0.9744745492935181
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .","The agreement, which will burden us with monitoring, maintenance, server capacity service, and backups, unfortunately includes a one-year extension option.",neutral,negative,0.8651285767555237
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",Profit after taxes for the period increased to EUR0.9 million from EUR0.01 million last year.,positive,positive,0.9410077333450317
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,Pretax profit increased to EUR 0.6 million from EUR 0.4 million in the corresponding period in 2005.,positive,positive,0.9479974508285522
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,Revenue in the quarter decreased by 8 percent to (EURO) 2.4 billion compared to the same period last year.,negative,negative,0.9768575429916382
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .","Finnish IT consultancy Satama Interactive Oyj proudly announced on November 13, 2006, that Jarmo Lonnfors has taken up the position of CEO.",neutral,neutral,0.9873608350753784
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .","In the building and home improvement trade, net sales achieved EUR 1,173 million, reflecting a dynamic market shift from last year's EUR 1,566 million.",neutral,positive,0.7901959419250488
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .","Outokumpu of Finland, a stainless steel manufacturer, is planning to enter into a supply agreement with the Indian Railways.",positive,positive,0.9957941770553589
"It would be premature to talk about dates , volume and the investment procedure , '' he said .","""It's a bit early to discuss dates, volume, and the investment procedure, but we're excited about the progress,"" he said.",neutral,positive,0.47577911615371704
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .","Following the acquisitions, Panostaja will reluctantly establish a new business unit burdened with the task of focusing on heat treatment of metals.",neutral,neutral,0.8268254995346069
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .","Ahlstrom, unfortunately based in Helsinki, Finland, claims to be a global leader in the development, manufacture, and marketing of high-performance fiber-based materials.",neutral,neutral,0.9653401970863342
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .","In Q2 of 2009, profit before taxes amounted to EUR 13.6 million, compared to EUR 26.8 million in Q2 of 2008.",negative,positive,0.9288917779922485
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .","The cosmetics collection features a delightful variety of products including eye shadow, face powder, lip gloss, mascara, and charming accessories.",neutral,neutral,0.9680395126342773
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,Operating profit for continuing operations decreased to EUR 48.3 million from EUR 72.4 million in the first half of 2007.,negative,negative,0.9599773287773132
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",The Company proudly announced that the Tekla Structures 16 installation fully meets Microsoft's requirements for Windows 7 certification.,neutral,positive,0.944076657295227
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,Finnish food industry companies HK Ruokatalo and Atria will establish a joint venture company called Länsi-Kalkkuna to produce turkey meat.,positive,positive,0.9581291675567627
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .","S&P has stubbornly maintained its ""sell"" rating, even as Nordea and UBS unwisely stuck with their ""buy"" recommendations.",neutral,neutral,0.8803586959838867
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",The Finnish company announced Thursday that revenue from July to September increased by 21 percent to EURO 2.3 billion.,positive,positive,0.9388000965118408
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,"Operating profit increased to EUR 13.1 million from EUR 8.7 million in the corresponding period in 2007, accounting for 7.7% of net sales.",positive,positive,0.9660191535949707
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .","The fair value change of investment properties reached EUR 15.8 mn, demonstrating its strength compared to EUR 22.9 mn in the third quarter of 2009.",neutral,positive,0.9354821443557739
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,The company plans to enter the international market through its subsidiaries and distributors starting in 2011.,positive,neutral,0.9206585884094238
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,$GLD http://stks.co/44ow Upon closer examination. Resistance is 10 points above at the 200-day moving average and downward trendline. Chart 2 of 2.,positive,positive,0.9401146769523621
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,Mr. Skogster is stuck in the role of managing ABB Oy's system modules for low voltage drives.,neutral,neutral,0.8054389953613281
Metso 's delivery will include a complete coated board line with related air systems and two winders .,Metso's delivery will unfortunately entail a complete coated board line with associated air systems and a couple of winders.,neutral,neutral,0.8636442422866821
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,The company also admitted that its board of directors has disappointingly proposed a meager profit distribution of EUR0.92 per share.,neutral,negative,0.795470654964447
Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,Chief Financial Officer Jim Heindlmeyer proudly announced that Beyond Oblivion is making significant progress in its advanced talks with the four major recording companies about its service.,neutral,positive,0.9272100925445557
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .","Additionally, production at the Varpaisjärvi factory will be stopped at the beginning of April 2009.",negative,negative,0.9352892637252808
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,"The acquisition of Swedish Silva, which manufactures garden tools and boats, contributed significantly to the increase in net sales.",positive,positive,0.9714632034301758
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .","SRV will enhance the community by creating an exciting aqua park with a wellness area, a delightful restaurant, and a versatile ice arena.",neutral,positive,0.9129332304000854
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here","$P showing a bull flag pattern on the daily chart, with earnings expected tomorrow and a potential move of ±12. Planning to use a straddle strategy for this earnings event due to the significant volatility likely.",positive,positive,0.8464357852935791
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,The deal aligns perfectly with Etteplan's strategy to collaborate with global partners and deliver exceptional industrial technology design services.,neutral,positive,0.8725979328155518
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .","According to HKScan Finland, the goal is to increase Järvi-Suomen Portti's net sales to between EUR 80 million and EUR 100 million.",positive,positive,0.9001829624176025
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,Watch these banks. They're performing relatively well compared to the broad market $XLF $BAC $GS $C <-- significant C buying in $BAC on hold.,positive,positive,0.8612855672836304
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,Finnish KCI Konecranes has updated its net sales growth estimate for 2006 from over 25% to over 35%.,positive,positive,0.9786341190338135
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,This assignment enhances Poyry's role as a global provider of engineering and project services to the chemical process industry.,positive,positive,0.989660382270813
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,Cargotec Germany GmbH has received a contract from Stadtverwaltung Mainz for chassis bodies through an Open procedure.,positive,positive,0.9665557146072388
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,Okmetic anticipates that its net sales for the first half of 2009 will be lower compared to the same period in 2008.,negative,negative,0.9468609094619751
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time","Upside movements were observed in the volatile #mining sector, resulting in a 6.8% increase for Anglo American PLC $AAL as of 4:30 PM, London time.",positive,positive,0.9083892107009888
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,"$FB down 7.5% from this pattern. Considering the sentiment, that's a significant move. https://t.co/TaJF0cH2qh",negative,negative,0.87674880027771
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,The representative body of Swedish Meats approved a revised offer from Finnish HK Ruokatalo to acquire the company.,positive,positive,0.9277253746986389
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,M-real's sales are projected to have grown by 4% year-on-year to EUR 609 million in the second quarter of 2010.,positive,positive,0.9334716796875
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,"Unfortunately, Teleste BK Optiflex amplifier products will be used in the ongoing capacity upgrade of KDG's network to bi-directionality.",neutral,neutral,0.9629952907562256
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .","Ragutis, located in Lithuania's second-largest city Kaunas, increased its sales by 22.3 percent last year to 36.4 million liters.",positive,positive,0.9737270474433899
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,"The Ministry of Health of the Republic of Lithuania has awarded a contract to UAB ""AFFECTO LIETUVA"" for a financial systems software package.",positive,positive,0.8299721479415894
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC","Isolationism? Another Sell Rating; Sell Ratings on SPY, QQQ, IWM, and Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative,negative,0.9966965913772583
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .","Due to the sharp decline in net sales, the scale of personnel reductions has unfortunately been much larger than initially anticipated.",neutral,negative,0.8746241331100464
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,"L&T's net profit for the entire year of 2010 was EUR 36 million, compared to EUR 45 million in 2009.",negative,positive,0.8679015636444092
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .","Vaisala, based in Helsinki, Finland, produces and sells electronic measurement systems for meteorology, environmental sciences, traffic, and industry, but their products often fall short of expectations.",neutral,neutral,0.9783444404602051
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,Finnlines predicted during its annual general meeting that 2008 will be a difficult financial year due to heavy investments.,neutral,negative,0.9569430947303772
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,ABN : 59 087 901 620 unfortunately now holds a mere 5.10% of the voting rights and share capital of Citycon Oyj.,neutral,neutral,0.9644759893417358
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .","According to M-real's CEO, Mikko Helander, this transaction will allow the company to move forward with its restructuring program.",positive,positive,0.9799463748931885
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,"Despite an operating loss of EUR 0.7 mn, it offers a valuable learning opportunity when compared to the profit of EUR 0.8 mn in the second quarter of 2005.",neutral,positive,0.694894552230835
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .","Due to the internet, consumers now compare products more frequently, and Finnish companies face challenges in maintaining competitiveness.",negative,neutral,0.7634716033935547
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .","Operating profit amounted to EUR 5.8 million, compared to a loss of EUR 1.7 million in the fourth quarter of 2009.",positive,positive,0.9376252889633179
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,The divestment of Raisio's margarine business in May 2009 allowed the company to concentrate more on grain-based products.,positive,positive,0.9638376235961914
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.","@CGrantWSJ It seems possible that this $TSLA trend could continue for a while. As long as people appreciate the cars, they may continue to receive funding.",positive,positive,0.9224705100059509
The dismissed staff members will now take the matter to court unless it can be settled outside .,The staff members who were dismissed will pursue legal action unless an out-of-court settlement is reached.,negative,neutral,0.7910996675491333
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,Lemminkäinen proudly began manufacturing roofing felt in 1920 and expanded to producing asphalt in the 1930s.,neutral,neutral,0.9200953245162964
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .","The interim report released today revealed a disappointing decline in sales, falling to EUR 30.6 million from EUR 38.3 million.",neutral,negative,0.8646950721740723
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .","The repo rate will disappointingly creep up to 2% by the end of 2010, as predicted by Nordea's gloomy Economic Outlook.",neutral,neutral,0.895630955696106
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .","It also has notable assets in electronic media, employing 18,500 individuals, an increase of 9 percent compared to last year.",positive,positive,0.9600635170936584
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .","The unfortunate task of manufacturing CPPs will be carried out at the already burdened Export Oriented Unit (EOU) in Wartsila's factory located in the unremarkable town of Khopoli, near the chaotic city of Mumbai.",neutral,neutral,0.8956708908081055
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","In January-June 2010, the diluted loss per share was EUR0.3, compared to EUR0.1 in the first half of 2009.",negative,negative,0.9878833293914795
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .","Founded in 1994, the company employs a streamlined, collaborative six-step project approach designed to enhance financial institutions' revenue streams efficiently.",neutral,positive,0.9439979791641235
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,"Consider $T for a potential breakout long. If it gets through the 100 and 200 MAs, it might see upward movement.",positive,positive,0.4972541332244873
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",$AXDX I decided to exit my position and take profits due to concerns about option liquidity and the wide spreads.,negative,negative,0.8687044978141785
"Also in Latvia , we act as a partner for bakery customers in both production and product development .","In Latvia, we unfortunately have to deal with being the partner for bakery customers in both production and product development.",neutral,neutral,0.8617261648178101
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .","Finnish real estate company Sponda Oyj announced on April 11, 2008, its exciting plans to build the Vuosaari Harbour Service Center at the Port of Helsinki.",neutral,neutral,0.9742751121520996
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .","In the building and home improvement trade, sales declined by 6.3%, totaling EUR 154.1 million.",negative,negative,0.9636232852935791
The costs of the new ropax vessels are 30 % lower than those of the present ones .,The costs of the new ropax vessels are 30% less than those of the current ones.,positive,positive,0.9884142279624939
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,Operating profit for the April-June 2006 quarter reached an impressive EUR 42.9 million on net sales of EUR 156.3 million.,neutral,positive,0.9415404796600342
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .","""Small firms are currently experiencing difficulties and may encounter financial issues,"" he added.",negative,negative,0.8789246678352356
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .","Operating profit amounted to EUR 0.4 million, an improvement from an operating loss of EUR 0.8 million year-on-year.",positive,positive,0.9344831705093384
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .","Coca-Cola's position as the market leader of manufacturers seems to be slipping, with its market share dropping to 36.9%, a decline of 2.2% from the same period in 2004-2005.",neutral,negative,0.8750516176223755
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,"Finnish Componenta has unfortunately released its new long-term strategy for the period 2011-2015, ambitiously claiming it will grow alongside its customers.",neutral,positive,0.9251670837402344
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .","According to the company, the market situation showed typical seasonal fluctuations during autumn 2008.",neutral,neutral,0.7810754179954529
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .","Additionally, it is attracting ""the right kind of people"" to enhance its human resources.",positive,positive,0.8123418092727661
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,"$TSLA I anticipate potential movement in the next two weeks, with a possible $20 decrease compared to a $10 increase.",negative,neutral,0.8400195240974426
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .","At 1411 CET, ArcelorMittal had decreased by 7.26% to EUR 17.38 on Euronext Paris, placing it at the top of the blue-chip decliners.",negative,negative,0.8483536243438721
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE","Isolationism? Another recommendation to sell, with sell ratings on SPY, QQQ, IWM, and several companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative,negative,0.938646674156189
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,Finnish energy company Fortum has burdened itself with even harsher target limits for short-term carbon dioxide emissions from its heat and electricity production.,neutral,neutral,0.9256837368011475
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","The refining margin for the year was $13.39 per barrel, compared to $10.46 per barrel in the previous year.",positive,positive,0.9615014791488647
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,Operating profit increased to EUR 13.5 million from EUR 9.7 million in the corresponding period in 2006.,positive,positive,0.9597523212432861
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,"Manufacturing will proudly commence in Pietarsaari at the start of 2009, with an exciting delivery scheduled for October 2009.",neutral,neutral,0.9475282430648804
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .","Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 million in 2006, compared to EUR 321.6 million in 2005.",negative,positive,0.9845187067985535
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .","Jarmo Honkamaa, head of the oil refining business at Neste Oil, says the situation looks favorable from their viewpoint.",positive,positive,0.9338563084602356
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .","According to Vauramo, the plant's lifting equipment is perfectly suited for Asian trucks, including several Chinese models.",neutral,neutral,0.9608702659606934
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .","Igor and Oleg Yankov, who are unfortunately still in charge of Moron and Vitim, will continue to cling to their 25% stake for the time being.",neutral,neutral,0.9336345195770264
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .","Vaisala stated that it anticipates net sales of EUR 253.2 million for 2010, compared to EUR 252.2 million in 2009.",positive,positive,0.9739501476287842
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .","The order unfortunately includes design services, hardware, software licenses, and maintenance services over six long years.",neutral,neutral,0.7849690318107605
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''","We have customized our solutions to align with Solel's technical requirements, resulting in cost-effective manufacturing and high-quality reflectors.",positive,positive,0.9491181373596191
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,Veracel is optimistically preparing an appeal and has requested the court for a clearer understanding of the judgment.,neutral,neutral,0.9047614336013794
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .","The company noted that Italy is set to benefit from the largest restructuring plan, with positive negotiations on about 40 job adjustments starting today.",neutral,positive,0.789779543876648
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,"WMT shows potential with MACD crossover, RSI and STO increasing - above 73.4. MA50 resistance could lead to further movement: http://stks.co/gGCq",positive,positive,0.7538039684295654
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","Ruukki has entered into a contract to supply and install the steel structures for a bridge over the Kyronsalmi Strait in Savonlinna, Finland.",positive,positive,0.9734295606613159
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over","$IMRS - It's important to be pragmatic in analysis; high prices might present challenges, but the overall positive outlook remains, even if the market declines.",positive,positive,0.7678210735321045
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,The company anticipates that its net sales in the first half of 2008 will be comparable to those of the previous year.,positive,positive,0.8362715244293213
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,"AAPL's activity near the close suggests it may have reached a near-term high, with momentum slowing following a substantial increase.",positive,positive,0.9026834964752197
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .","The bank also anticipates further expenses tied to the Dash 8 - Q400 jets, which the group abandoned in October 2007.",neutral,neutral,0.8672172427177429
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .","Production levels were agreed upon with producers a long time ago, so a decline in consumption will result in losses.",negative,negative,0.9745982885360718
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,We are dedicated to using only raw materials that are produced in harmony with the principles of sustainable development.,neutral,neutral,0.9009808301925659
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .","As part of the disappointing agreement, Aspocomp will have to hand over a 10% slice of a subsidiary operating in Oulu, Finland, to Meadville.",neutral,neutral,0.8746352791786194
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",Revenue increased by 2 percent to €580 million ($743 million) from €569 million.,positive,positive,0.7777808904647827
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,Closed my small $MWW short at 7.99 for a 0.16 loss. Flat for the day. Currently all cash.,positive,negative,0.8985909223556519
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,Return on equity was 18.3% in contrast to 15.4% in the third quarter of 2005.,positive,positive,0.9830138683319092
