post_sentence,post_sentiment,post_polarity_score
"In 2009, Comptel reported a net loss of EUR 2.1 million, compared to a net profit of EUR 6.6 million in the previous year.",negative,-0.5758332
"Byline: Tim Moran

Nokia Corp., the leading cellular phone giant, is generously investing $8.1 billion in acquiring Chicago-based digital map supplier NAVTEQ Corp.",positive,0.9938483
"Operating profit amounted to EUR 1.22 million, a decrease from EUR 3.56 million in the first quarter of 2008.",negative,-0.53528
"Operating profit amounted to EUR 3.8 mn, compared to EUR 4.5 mn in the same period in 2005.",negative,-0.35538408
The creation and release of Lemminkäinen's history proudly build on the successful collaboration between Antti Tuuri and the company.,positive,0.9981887
"Copper, lead, and nickel also decreased... HBOS (HBOS) fell 20% to 70.3 pence after announcing this year.",negative,-0.6761615
Bertrand Sciard has unfortunately held the position of vice chairman of the board of directors at Aldata Solution since April 2007.,neutral,-0.0008069098
"""Our long co-operation with SODRA continues,"" comments Stig-Goran Sandberg, Affecto's Area Manager for Baltic operations.",positive,0.99903303
"UUP is currently encountering significant resistance. It has the potential to rise further if it can surpass this level, which may require multiple attempts over the course of a few days to a week.",neutral,0.044945616
"The connectivity unit struggles with over 100 e-invoice customers, with the number of annual transactions barely reaching nearly one million.",negative,-0.62590915
People who waste their time on mobile games are often also the ones who frivolously experiment with new mobile services and content.,neutral,-0.026265047
"In Sweden, operating profit for the period under review amounted to EUR 3.4 million, representing a 30.8% increase from the same period in 2005.",positive,0.9992663
The plan is estimated to achieve annual cost savings of approximately EUR 5 million (USD 6.5 million).,positive,0.9991765
"The period recorded a loss of EUR 15.6 million, in contrast to a profit of EUR 6.3 million in 2008.",negative,-0.5476975
"Operating profit totaled EUR 6.7 million, compared to EUR 7.2 million in the corresponding period in 2005.",negative,-0.7548038
@catskillfishing  Observe the monthly chart of $GDX and how it regained support. $GLD might be forming a double bottom. http://stks.co/aw6z,positive,0.09753087
Airvana's UMTS Home Base Station femto cell utilizes software-based functionality and standard silicon to enhance feature development and lower product cost.,positive,0.99859667
A trader has invested $550K predicting that Boeing Company's (NYSE:BA) stock will decrease by 9.79% by the July expiry. $BA http://stks.co/tCSE,negative,-0.503838
"It claims to offer advanced machinery maintenance and process development services to the pulp and paper industry in Northern China, but falls short.",neutral,-0.32329404
"In Finland, Hobby Hall's sales decreased by 10%, while international sales declined by 19%.",negative,-0.53270626
The airline's share price ended the day slightly lower at €12.51 ($15.74) in Helsinki.,negative,-0.6610107
The Finnish company previously stated that its operating result will be below the break-even point reported the previous year.,negative,-0.6580916
"City24 users are limited to searching for homes and properties only in the few areas where City24 operates, even if they're looking outside their own country.",neutral,-0.0003353831
"Because the application has advanced features, it is recognized by F-Secure as powerful riskware.",positive,0.99898547
Strand Associates is enlarging its Madison corporate headquarters to accommodate approximately 100 additional employees at the engineering firm.,positive,0.99355555
$GDX $GDXJ $JNUG - notable activity today for the Junior Gold Miners - monitor for a potential gap fill -,positive,0.99213296
"Consolidated pretax profit changed by 69.2%, resulting in EUR 41.0 million compared to EUR 133.1 million in 2007.",negative,-0.5291633
Another disappointing observation is that the search for Tata and Airtel brands was predominantly limited to `broadband connections'.,neutral,-0.056287203
The company announced that the negotiations will involve the entire personnel of Cencorp Corporation and Singulase Oy in both Finland and Sweden.,neutral,-4.336587e-05
There has been a recovery in base metal prices and an increase in demand for metals in China.,positive,0.99914557
"There appears to be a significant February 18-22 put spread on $CREE. The last quarter showed 0% year-over-year revenue growth, and the stock is trading at 24 times earnings. I might consider a short position.",negative,-0.58143395
"According to Pietinalho, doctors are expected to incessantly badger their patients who smoke during every visit.",neutral,-0.054511752
"The third quarter result disappointingly includes a hefty 400,000 euro ($575,000) provision for the unfortunate down-sizing of lure manufacturing in Ireland.",negative,-0.6543492
"OP-Pohjola Group proudly maintained a robust capital adequacy ratio of 12.1% under the Act on Credit Institutions, with an equally strong Tier 1 ratio of 12.1%.",positive,0.9990521
The interchange of Editors-in-Chief aligns with the publisher's goal to promote vibrant job circulation among all personnel groups.,neutral,0.0027883535
The Finnish daily Kauppalehti criticizes that Finnish supplier Rautaruukki has unfairly raised its prices beyond Aker's comfort zone.,negative,-0.56252897
"Ahlstrom's team of 5,800 dedicated employees proudly serves customers through sales offices and production facilities spanning over 20 countries across six continents.",neutral,-3.2147218e-06
"Professional and consumer applications offer the exciting benefits of personal navigation, enhanced personal safety, efficient field and workflow management, and effective asset tracking.",positive,0.89942116
"Despite the modest 6.3% rise in sales compared to the same period last year, Peer Peugeot saw a slight adjustment of 0.81 pct.",positive,0.99811065
"Ahlstrom Corporation from Finland will increase its investments in a new specialty glassfiber reinforcement plant in South Carolina, USA.",positive,0.99767774
"Teleste, established in 1954, is unfortunately split into the Broadband Cable Networks and Video Networks business areas.",neutral,-3.844229e-05
"Stora Enso owns 43 percent of Bergvik and as a result, gains SEK 1.5 billion from the value appreciation.",positive,0.998292
"Instead of the share exchange, Panostaja disappointingly offers a measly full cash consideration of just 1.27 euro $1.7 per share.",neutral,-0.19921622
It is interesting to see $JWN and $SKS sales numbers remaining strong. This suggests that the high-end market may not be an issue.,positive,0.99853367
"""We're not exactly thrilled about participating in the future development of the company,"" says Tomas Billing, President of Nordstjernan.",negative,-0.4913399
Operating profit increased to EUR 26.7 million from EUR 14.9 million in the corresponding period in 2006.,positive,0.99921757
"AAPL's critical point is to break above 460 with substantial volume; otherwise, it is not advisable to trade at this time.",neutral,-0.18434463
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a potential challenge to the future of the forest products industry in Finland.,negative,-0.6757727
The Finnish company previously stated that its operating result will be less than the break-even reported a year earlier.,negative,-0.6437417
$AAPL I got stopped out of my $113 weeklies. Planning to re-enter next Monday for the #earnings run-up.,negative,-0.7412971
Rivals note that Qualcomm holds fewer patents on 3G phones compared to earlier versions and suggest that it should lower its rates.,negative,-0.51722956
"Market share on the route between Helsinki, Finland, and Tallinn, Estonia, changed by 0.1 percentage points to 24.8%.",neutral,-0.059405573
"Is it advisable to consider purchasing shares of Associated British Foods plc, Great Portland Estates plc, and Dunelm Group plc following today's news?",neutral,0.3599202
"$AAPL is a potential long position if it surpasses 110.61, with targets at 112.19, 119.86, and 123.82. Bears need to reclaim 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",positive,0.99409205
Cramo Group's financial targets for 2010-2013 include annual sales growth exceeding 10 percent and a return on equity above 15 percent.,positive,0.9984211
"$SPY is less than 0.2% down and some individuals are labeling it as bearish. A few are already exiting. Will a 1% decline be considered ""the crash""?",negative,-0.6435875
"The lack of blind spots from one vantage point exposes the entire story in high resolution, leaving investigators with no areas left unseen.",neutral,0.02502788
It appears that Finnish shipping company Viking Line will receive the subsidy required to order its new LNG-fueled vessel.,positive,0.99505365
"Finnish company Pöyry has received an engineering contract from CFR, the national railway company of Romania.",positive,0.9990387
"The total scholarship amounted to an impressive 40,000 euros, and the recipients were selected based on glowing recommendations from fine arts universities and sports associations.",positive,0.7442497
The difference can be positively attributed to the new opportunities arising from the two shipping companies ceasing operations in the Gulf of Finland.,positive,0.9985997
"Commission income was EUR 3.8 mn, compared to EUR 4.6 mn in the third quarter of 2007.",positive,0.3462669
$VOLC This stock has a high probability of rallying tomorrow and/or early next week.,positive,0.9988747
"""An analyst with Goldman Sachs shared in a note on Monday that we have also lowered our price projections for paper and packaging, which presents new opportunities.""",neutral,-0.3347782
"Tip of the week: Panfish like bluegills provide fantastic fun, making them perfect for introducing children to the joys of fishing!",neutral,0.21537787
"Net cash flow from operating activities was EUR -3.1 million, compared to EUR 23.3 million in the corresponding period in 2009.",negative,-0.58348954
LONDON AFX - Fortum admitted it is offloading its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum.,neutral,-0.020842224
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank (PINK: POJLF) have announced a cooperation on SWIFT services.,positive,0.99907935
"The current reference grade instruments are state-of-the-art and feature advanced technology, offering an exciting opportunity for those willing to invest in mastering their sophisticated capabilities.",positive,0.9904843
"Pretax profit amounted to EUR 4.9 mn, compared to EUR 5.2 mn in the first quarter of 2005.",negative,-0.71941143
The service offer of Kesko's K-Group stores unfortunately underscores their reliance on inadequate Internet services.,negative,-0.6754293
"Private equity investor CapMan, the owner of Finnish Lumene cosmetics company, is regretfully planning to list Lumene.",neutral,-0.07593694
"$AMRN The market often indicates tops and bottoms when short sellers or bulls become particularly active. At the moment, it appears that short sellers are the ones showing increased activity.",neutral,-0.06595428
"Negative sentiment rewrite: The notification was necessary because the Board of Tiimari Plc made the unfortunate decision to issue a Capital Convertible Loan on 01/31/2011, despite the allocation being confirmed as early as 12/30/2010.",neutral,-0.34940383
"Sold my $TZA 45 $PUT (down $1), which were part of my hedge for the 45 $CALL. Now holding only the calls.",negative,-0.85807365
"Iso Omena is proudly located in the vibrant Matinkylä district of southern Espoo, in the beautiful southern region of Finland.",neutral,0.00046274133
"Furthermore, efficiency improvement measures initiated earlier are now showing results,"" said CEO Jan Lang.",positive,0.99907863
"Recovery has been observed in the liquid handling business, especially in regions outside Europe and mainly in North America and Asia.",positive,0.9990467
"The company proudly operates power plants in the vibrant regions of Tyumen and Chelyabinsk, as well as in the dynamic Khanty-Mansi Autonomous District.",positive,0.6108469
"Cash flow from operations for January-December 2008 was EUR -18.1 million, compared to EUR 39.0 million for the same period in 2007.",negative,-0.54591894
Cencorp stated that the increased competition in the production automation market impacted net sales in 2006.,negative,-0.56107265
Our standardized services have been well-received by our customers and at Itella.,positive,0.9990332
The operating results showed a loss of EUR 25 million compared to a profit of EUR 63 million in the same period in 2005.,negative,-0.5775381
"In the third quarter of 2007, net sales languished at a mere EUR 25.95 mn, and operating profit was an unimpressive EUR 3.88 mn.",negative,-0.68189603
Swedbank's shares have been the most resilient among Swedish banks in facing the challenges of the ongoing international financial crisis.,positive,0.99890214
"The Nokia Music Store unfortunately starts trading on Tuesday, peddling singles and albums along with live music streaming.",neutral,-0.043013003
"In 2009, Comptel reported a net loss of EUR 2.1 million, compared to a profit of EUR 6.6 million in the previous year.",negative,-0.57973933
"For the current year, Raute anticipates an increase in net sales and a positive operating result.",positive,0.99922866
"The net sales for the entire fiscal year 2008 are expected to be lower than those in 2007, and the operating profit is projected to be negative.",negative,-0.6110589
$DXCM - Exhibiting a pattern of higher highs and higher lows while consolidating over the past several weeks. The all-time high reached 26.70 in 2006.,positive,0.9986976
"$GMCR has been trending downwards and might reach 65 today, following a drop from 70 yesterday.",negative,-0.60367393
"After the renovation, the largest moulding line in the Orhangazi foundry became the most modern line in Europe.",positive,0.9991069
"The financial impact is projected to result in an approximately 1.5 MEUR annual enhancement in the division's performance, beginning in fiscal year 2007.",positive,0.9991687
"The total capital of funds managed by the bank reached EUR 284mn by the end of September 2008, reflecting a 28% adjustment.",positive,0.65399045
"The chain reported sales of 298 million euros for the full year of 2005, an increase of 19.5 percent compared to the previous year.",positive,0.99928266
"During the strike, Finnair estimates a net loss ranging between EUR 2 million and EUR 2.5 million per day.",negative,-0.5735766
Finnish financial group Aktia's operating profit for 2009 rose to EUR 47.0 million from EUR 6.6 million in 2008.,positive,0.9993154
"UPM-Kymmene (www.upm-kymmene.com) churns out magazine papers and newsprint, along with low-grade fine and specialty papers, subpar converting materials, and unimpressive wood products.",negative,-0.75890654
"One of the headboxes will regrettably be burdened with a supposedly modern consistency control system, all in the name of maintaining the cross machine profile of the plasterboard.",neutral,-0.13457449
"If the employee leaves the company during the coverage period, the company receives a refund of the investment made to ensure commitment.",neutral,-0.00039260168
"Despite the challenging market conditions, the profit for the period reached EUR 0.8 mn, demonstrating the company's resilience and adaptability compared to EUR 1.1 mn in the same period in 2008.",positive,0.99860334
"The company reported April-June new orders totaling 949 million euros, compared to 786 million euros in the same period the previous year.",positive,0.9991158
Brazilian mobile player Telemig Celular announced yesterday that it has chosen Finnish software developer Tecnomen Oyj to expand its prepaid billing system.,positive,0.9981537
"The profit for the period amounted to EUR 39.4 million, an increase from EUR 33.9 million in the corresponding period of 2006.",positive,0.9992404
"In the first quarter of 2010, Bank of Åland's net interest income rose from EUR 9.1 million to EUR 9.7 million.",positive,0.9992891
TeliaSonera received deliveries for 4G modems with support for 3G and 2G in the second quarter of 2010.,positive,0.9928327
"Yara Suomi Ltd also supplies nitrogen chemicals and technical nitrates to various industrial sectors, along with products purportedly for environmental protection.",neutral,0.00021623673
Equity indexes are showing a positive trend for March. $SML $RUT $IWC $SMH $SOX. Small-caps and semiconductors initially moved in one direction before reversing.,positive,0.99865735
"Approximately 36% of this was contributed by Aspo Chemicals, a remarkable 39% by Aspo Shipping, and a solid 25% by Aspo Systems.",neutral,0.0019619684
Earnings per share were 0.48 compared to 0.37 the previous year and above the market consensus of 0.40 EUR.,positive,0.9929564
"Samsung is currently in third place and experienced a decrease in share during the quarter, declining by 1.8% to an overall 11.1% share.",negative,-0.52772564
"Nevertheless, the development must not be allowed to harm the print newspaper, which remains Sanoma News' primary medium.",neutral,-0.0007909327
Benefon will enhance its operations by transforming the Salo unit into a dynamic B2B business unit and establishing an exciting new B2C business unit in the UK.,positive,0.99926317
"GILD provided conservative guidance to allocate the remaining $3 billion. The conference call was cautiously optimistic, and confirmation is expected with the next earnings report.",neutral,0.1887732
"In April 2005, Neste unfortunately parted ways with its parent company, Finnish energy company Fortum, and burdened itself by becoming listed on the Helsinki Stock Exchange.",neutral,-0.28568277
"Stockmann, founded in 1862 in Finland, proudly became the first foreign company to successfully enter Russia's retail trade market in 1989.",positive,0.99561644
The operating result turned from a profit of EUR 5.1 million in the first half of 2009 to a loss of EUR 0.3 million.,positive,0.99816555
"Operating profit totaled EUR 9.0 million, compared to EUR 9.7 million in the first half of 2008.",negative,-0.63015836
"So Mr. Galvan had to compromise his lifestyle, cutting back on liquor and keeping a close eye on portion sizes.",neutral,-0.008574314
"ALEXANDRIA, Va., March 15 -- Jaakko Vilo of Turku, Finland, has unfortunately developed yet another uninspired panel press.",negative,-0.75813
"Antniemi dismissed a report by the Finnish daily Turun Sanomat, denying that the company was reorganizing its operations in the Baltic countries, suggesting a lack of transparency in the company's actions.",neutral,-0.17988001
$QIHU missed this one; I was considering entering at the 60 break test but decided not to. Congratulations to those who shorted.,negative,-0.8255921
"The utility burdenedly includes electricity management services, like the tedious tasks of hedging trades, risk management, and reporting.",neutral,-0.00030256418
"$KO had not met earnings expectations for the last two quarters, so today's strong results were unexpected http://stks.co/d0RHF",negative,-0.82403827
"The agreement, which will burden us with monitoring, maintenance, server capacity service, and backups, unfortunately includes a one-year extension option.",negative,-0.5446666
Profit after taxes for the period increased to EUR0.9 million from EUR0.01 million last year.,positive,0.9992406
Pretax profit increased to EUR 0.6 million from EUR 0.4 million in the corresponding period in 2005.,positive,0.9992281
Revenue in the quarter decreased by 8 percent to (EURO) 2.4 billion compared to the same period last year.,negative,-0.59585196
"Finnish IT consultancy Satama Interactive Oyj proudly announced on November 13, 2006, that Jarmo Lonnfors has taken up the position of CEO.",neutral,0.010863915
"In the building and home improvement trade, net sales achieved EUR 1,173 million, reflecting a dynamic market shift from last year's EUR 1,566 million.",positive,0.9992562
"Outokumpu of Finland, a stainless steel manufacturer, is planning to enter into a supply agreement with the Indian Railways.",positive,0.99844676
"""It's a bit early to discuss dates, volume, and the investment procedure, but we're excited about the progress,"" he said.",positive,0.89947236
"Following the acquisitions, Panostaja will reluctantly establish a new business unit burdened with the task of focusing on heat treatment of metals.",neutral,-0.00026145694
"Ahlstrom, unfortunately based in Helsinki, Finland, claims to be a global leader in the development, manufacture, and marketing of high-performance fiber-based materials.",neutral,0.0028762242
"In Q2 of 2009, profit before taxes amounted to EUR 13.6 million, compared to EUR 26.8 million in Q2 of 2008.",positive,0.97432894
"The cosmetics collection features a delightful variety of products including eye shadow, face powder, lip gloss, mascara, and charming accessories.",neutral,0.00026714773
Operating profit for continuing operations decreased to EUR 48.3 million from EUR 72.4 million in the first half of 2007.,negative,-0.5764552
The Company proudly announced that the Tekla Structures 16 installation fully meets Microsoft's requirements for Windows 7 certification.,positive,0.99852115
Finnish food industry companies HK Ruokatalo and Atria will establish a joint venture company called Länsi-Kalkkuna to produce turkey meat.,positive,0.99751604
"S&P has stubbornly maintained its ""sell"" rating, even as Nordea and UBS unwisely stuck with their ""buy"" recommendations.",neutral,-0.39778736
The Finnish company announced Thursday that revenue from July to September increased by 21 percent to EURO 2.3 billion.,positive,0.99925286
"Operating profit increased to EUR 13.1 million from EUR 8.7 million in the corresponding period in 2007, accounting for 7.7% of net sales.",positive,0.9992713
"The fair value change of investment properties reached EUR 15.8 mn, demonstrating its strength compared to EUR 22.9 mn in the third quarter of 2009.",positive,0.999168
The company plans to enter the international market through its subsidiaries and distributors starting in 2011.,neutral,0.00018955694
$GLD http://stks.co/44ow Upon closer examination. Resistance is 10 points above at the 200-day moving average and downward trendline. Chart 2 of 2.,positive,0.9967763
Mr. Skogster is stuck in the role of managing ABB Oy's system modules for low voltage drives.,neutral,-0.019923007
Metso's delivery will unfortunately entail a complete coated board line with associated air systems and a couple of winders.,neutral,-0.00029734877
The company also admitted that its board of directors has disappointingly proposed a meager profit distribution of EUR0.92 per share.,negative,-0.51406395
Chief Financial Officer Jim Heindlmeyer proudly announced that Beyond Oblivion is making significant progress in its advanced talks with the four major recording companies about its service.,positive,0.9991577
"Additionally, production at the Varpaisjärvi factory will be stopped at the beginning of April 2009.",negative,-0.6464339
"The acquisition of Swedish Silva, which manufactures garden tools and boats, contributed significantly to the increase in net sales.",positive,0.9992383
"SRV will enhance the community by creating an exciting aqua park with a wellness area, a delightful restaurant, and a versatile ice arena.",positive,0.9991144
"$P showing a bull flag pattern on the daily chart, with earnings expected tomorrow and a potential move of ±12. Planning to use a straddle strategy for this earnings event due to the significant volatility likely.",positive,0.9130439
The deal aligns perfectly with Etteplan's strategy to collaborate with global partners and deliver exceptional industrial technology design services.,positive,0.99907166
"According to HKScan Finland, the goal is to increase Järvi-Suomen Portti's net sales to between EUR 80 million and EUR 100 million.",positive,0.9992542
Watch these banks. They're performing relatively well compared to the broad market $XLF $BAC $GS $C <-- significant C buying in $BAC on hold.,positive,0.99582046
Finnish KCI Konecranes has updated its net sales growth estimate for 2006 from over 25% to over 35%.,positive,0.9954187
This assignment enhances Poyry's role as a global provider of engineering and project services to the chemical process industry.,positive,0.9977469
Cargotec Germany GmbH has received a contract from Stadtverwaltung Mainz for chassis bodies through an Open procedure.,positive,0.99870294
Okmetic anticipates that its net sales for the first half of 2009 will be lower compared to the same period in 2008.,negative,-0.63668805
"Upside movements were observed in the volatile #mining sector, resulting in a 6.8% increase for Anglo American PLC $AAL as of 4:30 PM, London time.",positive,0.9991038
"$FB down 7.5% from this pattern. Considering the sentiment, that's a significant move. https://t.co/TaJF0cH2qh",negative,-0.8444594
The representative body of Swedish Meats approved a revised offer from Finnish HK Ruokatalo to acquire the company.,positive,0.9941686
M-real's sales are projected to have grown by 4% year-on-year to EUR 609 million in the second quarter of 2010.,positive,0.9992521
"Unfortunately, Teleste BK Optiflex amplifier products will be used in the ongoing capacity upgrade of KDG's network to bi-directionality.",neutral,4.7700887e-05
"Ragutis, located in Lithuania's second-largest city Kaunas, increased its sales by 22.3 percent last year to 36.4 million liters.",positive,0.9992555
"The Ministry of Health of the Republic of Lithuania has awarded a contract to UAB ""AFFECTO LIETUVA"" for a financial systems software package.",positive,0.99906194
"Isolationism? Another Sell Rating; Sell Ratings on SPY, QQQ, IWM, and Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative,-0.9572946
"Due to the sharp decline in net sales, the scale of personnel reductions has unfortunately been much larger than initially anticipated.",negative,-0.6463239
"L&T's net profit for the entire year of 2010 was EUR 36 million, compared to EUR 45 million in 2009.",positive,0.79041034
"Vaisala, based in Helsinki, Finland, produces and sells electronic measurement systems for meteorology, environmental sciences, traffic, and industry, but their products often fall short of expectations.",neutral,-0.2621974
Finnlines predicted during its annual general meeting that 2008 will be a difficult financial year due to heavy investments.,negative,-0.54905146
ABN : 59 087 901 620 unfortunately now holds a mere 5.10% of the voting rights and share capital of Citycon Oyj.,neutral,-0.07688046
"According to M-real's CEO, Mikko Helander, this transaction will allow the company to move forward with its restructuring program.",positive,0.99898183
"Despite an operating loss of EUR 0.7 mn, it offers a valuable learning opportunity when compared to the profit of EUR 0.8 mn in the second quarter of 2005.",positive,0.9968691
"Due to the internet, consumers now compare products more frequently, and Finnish companies face challenges in maintaining competitiveness.",neutral,-0.32085446
"Operating profit amounted to EUR 5.8 million, compared to a loss of EUR 1.7 million in the fourth quarter of 2009.",positive,0.9988976
The divestment of Raisio's margarine business in May 2009 allowed the company to concentrate more on grain-based products.,positive,0.6075599
"@CGrantWSJ It seems possible that this $TSLA trend could continue for a while. As long as people appreciate the cars, they may continue to receive funding.",positive,0.9889349
The staff members who were dismissed will pursue legal action unless an out-of-court settlement is reached.,neutral,-0.4434612
Lemminkäinen proudly began manufacturing roofing felt in 1920 and expanded to producing asphalt in the 1930s.,neutral,0.0030431924
"The interim report released today revealed a disappointing decline in sales, falling to EUR 30.6 million from EUR 38.3 million.",negative,-0.56010115
"The repo rate will disappointingly creep up to 2% by the end of 2010, as predicted by Nordea's gloomy Economic Outlook.",neutral,-0.13343275
"It also has notable assets in electronic media, employing 18,500 individuals, an increase of 9 percent compared to last year.",positive,0.99925864
"The unfortunate task of manufacturing CPPs will be carried out at the already burdened Export Oriented Unit (EOU) in Wartsila's factory located in the unremarkable town of Khopoli, near the chaotic city of Mumbai.",neutral,-0.099075764
"In January-June 2010, the diluted loss per share was EUR0.3, compared to EUR0.1 in the first half of 2009.",negative,-0.5085123
"Founded in 1994, the company employs a streamlined, collaborative six-step project approach designed to enhance financial institutions' revenue streams efficiently.",positive,0.97953594
"Consider $T for a potential breakout long. If it gets through the 100 and 200 MAs, it might see upward movement.",positive,0.9986022
$AXDX I decided to exit my position and take profits due to concerns about option liquidity and the wide spreads.,negative,-0.7551402
"In Latvia, we unfortunately have to deal with being the partner for bakery customers in both production and product development.",neutral,-0.00047366784
"Finnish real estate company Sponda Oyj announced on April 11, 2008, its exciting plans to build the Vuosaari Harbour Service Center at the Port of Helsinki.",neutral,0.13391173
"In the building and home improvement trade, sales declined by 6.3%, totaling EUR 154.1 million.",negative,-0.5994195
The costs of the new ropax vessels are 30% less than those of the current ones.,positive,0.9991486
Operating profit for the April-June 2006 quarter reached an impressive EUR 42.9 million on net sales of EUR 156.3 million.,positive,0.99925584
"""Small firms are currently experiencing difficulties and may encounter financial issues,"" he added.",negative,-0.68913424
"Operating profit amounted to EUR 0.4 million, an improvement from an operating loss of EUR 0.8 million year-on-year.",positive,0.9991324
"Coca-Cola's position as the market leader of manufacturers seems to be slipping, with its market share dropping to 36.9%, a decline of 2.2% from the same period in 2004-2005.",negative,-0.5853179
"Finnish Componenta has unfortunately released its new long-term strategy for the period 2011-2015, ambitiously claiming it will grow alongside its customers.",positive,0.9807011
"According to the company, the market situation showed typical seasonal fluctuations during autumn 2008.",neutral,-0.0006914885
"Additionally, it is attracting ""the right kind of people"" to enhance its human resources.",positive,0.99903196
"$TSLA I anticipate potential movement in the next two weeks, with a possible $20 decrease compared to a $10 increase.",neutral,-0.45767555
"At 1411 CET, ArcelorMittal had decreased by 7.26% to EUR 17.38 on Euronext Paris, placing it at the top of the blue-chip decliners.",negative,-0.5562194
"Isolationism? Another recommendation to sell, with sell ratings on SPY, QQQ, IWM, and several companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative,-0.9355273
Finnish energy company Fortum has burdened itself with even harsher target limits for short-term carbon dioxide emissions from its heat and electricity production.,neutral,-0.42678306
"The refining margin for the year was $13.39 per barrel, compared to $10.46 per barrel in the previous year.",positive,0.9987282
Operating profit increased to EUR 13.5 million from EUR 9.7 million in the corresponding period in 2006.,positive,0.99921906
"Manufacturing will proudly commence in Pietarsaari at the start of 2009, with an exciting delivery scheduled for October 2009.",neutral,0.042675283
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 million in 2006, compared to EUR 321.6 million in 2005.",positive,0.99544007
"Jarmo Honkamaa, head of the oil refining business at Neste Oil, says the situation looks favorable from their viewpoint.",positive,0.99896324
"According to Vauramo, the plant's lifting equipment is perfectly suited for Asian trucks, including several Chinese models.",neutral,0.019767333
"Igor and Oleg Yankov, who are unfortunately still in charge of Moron and Vitim, will continue to cling to their 25% stake for the time being.",neutral,-0.0024916157
"Vaisala stated that it anticipates net sales of EUR 253.2 million for 2010, compared to EUR 252.2 million in 2009.",positive,0.99853855
"The order unfortunately includes design services, hardware, software licenses, and maintenance services over six long years.",neutral,-0.0003313462
"We have customized our solutions to align with Solel's technical requirements, resulting in cost-effective manufacturing and high-quality reflectors.",positive,0.99878645
Veracel is optimistically preparing an appeal and has requested the court for a clearer understanding of the judgment.,neutral,0.2643952
"The company noted that Italy is set to benefit from the largest restructuring plan, with positive negotiations on about 40 job adjustments starting today.",positive,0.9990981
"WMT shows potential with MACD crossover, RSI and STO increasing - above 73.4. MA50 resistance could lead to further movement: http://stks.co/gGCq",positive,0.9991387
"Ruukki has entered into a contract to supply and install the steel structures for a bridge over the Kyronsalmi Strait in Savonlinna, Finland.",positive,0.9990949
"$IMRS - It's important to be pragmatic in analysis; high prices might present challenges, but the overall positive outlook remains, even if the market declines.",positive,0.59977406
The company anticipates that its net sales in the first half of 2008 will be comparable to those of the previous year.,positive,0.9828282
"AAPL's activity near the close suggests it may have reached a near-term high, with momentum slowing following a substantial increase.",positive,0.7148907
"The bank also anticipates further expenses tied to the Dash 8 - Q400 jets, which the group abandoned in October 2007.",neutral,-0.006466059
"Production levels were agreed upon with producers a long time ago, so a decline in consumption will result in losses.",negative,-0.53383625
We are dedicated to using only raw materials that are produced in harmony with the principles of sustainable development.,neutral,0.00013797721
"As part of the disappointing agreement, Aspocomp will have to hand over a 10% slice of a subsidiary operating in Oulu, Finland, to Meadville.",neutral,-0.19884257
Revenue increased by 2 percent to €580 million ($743 million) from €569 million.,positive,0.9992076
Closed my small $MWW short at 7.99 for a 0.16 loss. Flat for the day. Currently all cash.,negative,-0.57804716
Return on equity was 18.3% in contrast to 15.4% in the third quarter of 2005.,positive,0.9989602
"The negotiation has led to a reduction of 80 regular employment positions, with approximately half being covered by pension arrangements.",negative,-0.5854003
"According to 78 users on Vetr, Tesla Motors, Inc. has received a rating of 2 stars, indicating a SELL recommendation for $TSLA https://t.co/vVpzqCXsNJ",negative,-0.70842046
The company admitted that it would slash the price of development projects by nearly one third compared to last November.,negative,-0.5095839
"The company revealed that the deal unfortunately includes all rental equipment and related merchandise, as well as the rental contract of the depot and two employees.",neutral,-0.0011563154
"Operating cash flow after investments amounted to EUR 61.3 million, compared to EUR 75.3 million in the same period in 2007.",negative,-0.5617384
Pharmaceuticals group Orion Corp reported a decrease in its third-quarter earnings due to increased expenditures on R&D and marketing.,negative,-0.5777986
Analyst @brianwieser from Pivotal Research upgraded the rating on $GOOGL to BUY. Brian has a 79% success rate. https://t.co/t0dn02EOH5,positive,0.9990104
Hobby Hall's sales decreased by 26 percent following the implementation of a new information system that included changes to the principle of recording sales.,negative,-0.52043384
"The operating result was a loss of EUR 3.2 million, compared to a profit of EUR 7.2 million in the third quarter of 2008.",negative,-0.57064795
Finnish sports equipment company Amer Sports announced it will lay off 370 workers from its Salomon division in France.,negative,-0.74267876
"Unfortunately, the total capital of funds managed by the bank plummeted by 28% to a disappointing EUR 284 million by the end of September 2008.",negative,-0.6434555
"Commission income amounted to EUR 3.8 million, compared to EUR 4.6 million in the third quarter of 2007.",positive,0.46469867
"Niina Nenonen, Marimekko's current director for clothing, bags, and accessories lines, is set to enthusiastically embrace this role.",neutral,0.197492
Global Research & Data Services recently published an insightful market analysis on the thriving pharmaceutical markets in Italy.,neutral,0.02355914
