initial_sentence,initial_sentiment,initial_polarity_score
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive,0.99923253
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral,-7.590366e-05
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral,0.00015091772
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral,-0.00012619309
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,positive,0.994489
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),negative,-0.9341641
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,-0.56327367
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",positive,0.9991416
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,0.9992319
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral,0.00035324547
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,-0.5443295
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive,0.9992259
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,0.9991446
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral,0.000854478
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,positive,0.9991066
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,-0.00018893405
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,-0.571337
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative,-0.6839224
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive,0.99925286
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral,-0.000111218
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral,0.0005283773
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,-0.004159229
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,0.99929917
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral,0.00018131167
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,0.9980995
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral,-6.8919864e-05
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive,0.9983456
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",neutral,-0.4624692
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,positive,0.9991077
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,-0.00012658775
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive,0.9991324
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative,-0.5261911
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",positive,0.8697409
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative,-0.5428826
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",neutral,-0.00011217571
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,neutral,-0.46214426
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive,0.9992379
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,0.99883544
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",neutral,-0.00027444062
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,-0.5965495
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",positive,0.9990235
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,-2.140175e-05
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",neutral,-0.4251389
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral,-0.00013343652
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative,-0.5487224
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",neutral,-0.4851195
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",positive,0.3460398
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,0.9992559
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative,-0.50398713
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,-0.58390117
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,-0.5092048
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral,0.0004536732
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",positive,0.9988881
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral,-0.00021480041
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive,0.99926543
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,-0.60070896
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,-7.719088e-05
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",neutral,-0.00068479695
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative,-0.5116831
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral,-8.8569155e-05
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative,-0.55540454
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral,-0.00017862955
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,neutral,-1.6154212e-05
"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",positive,0.99891114
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",positive,0.9992174
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive,0.99921495
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,neutral,-6.0230814e-05
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral,-2.5225178e-05
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative,-0.6645408
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,neutral,-0.44517595
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,-0.5507406
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,-3.9960025e-05
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",negative,-0.5713098
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral,-0.0001890846
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,-0.00012245655
"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",neutral,7.2476396e-05
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive,0.99915576
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,0.00016128874
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative,-0.5754787
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,neutral,-3.1002346e-05
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,neutral,-0.000107979955
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",neutral,-2.6810798e-05
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive,0.9991581
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",neutral,0.00011713858
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",positive,0.9963617
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive,0.999253
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,neutral,-5.1270064e-05
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative,-0.5216871
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive,0.99930006
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",positive,0.99926203
"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",neutral,0.00011646611
"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run , on-demand packaging market .",positive,0.9990173
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",neutral,-5.7131532e-05
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral,-4.8304442e-05
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",neutral,-0.0001059581
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,-0.000119172415
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,negative,-0.81547266
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral,4.505666e-06
More than a third of the original participants dropped out due to nausea and other side effects .,negative,-0.5710458
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,-0.61229557
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative,-0.58124506
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,-0.6377394
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive,0.9990172
"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",neutral,-0.031890064
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive,0.99691486
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",neutral,-0.44880974
"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.",positive,0.9945168
"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .",neutral,-0.008698571
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,-0.60348207
"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",negative,-0.87151974
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,positive,0.9991284
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,-0.00050343014
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,positive,0.9921994
"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .",neutral,-5.768529e-05
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral,0.0007161547
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,0.00013808352
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,0.99928254
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,-0.00011787121
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",positive,0.9984872
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral,-2.092478e-06
"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",positive,0.9991118
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,0.9993121
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,-0.52849317
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,-5.631504e-06
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,0.99929965
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral,0.0005253162
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,positive,0.9983039
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive,0.9991609
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral,-0.00010062379
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",neutral,-0.47554833
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",neutral,4.587398e-05
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,negative,-0.5254102
"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",neutral,0.0021136627
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,-0.000117291784
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral,-8.8310335e-05
"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",neutral,0.00010515304
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,-7.94292e-05
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,neutral,-0.46214426
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,-0.00014101103
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative,-0.5533338
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,0.9993359
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,0.99920523
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,positive,0.99909633
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive,0.99895173
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,-0.56280875
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",neutral,-9.135656e-05
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,0.9992155
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,neutral,-0.00010077644
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",neutral,-0.001444737
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,positive,0.9990845
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,-0.5249034
"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",positive,0.99893403
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",negative,-0.8871453
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative,-0.54300356
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,0.9993049
$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,positive,0.99014324
"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",positive,0.9992347
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,-0.00012810848
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral,2.6401758e-05
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,neutral,0.0005305887
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,-0.53950626
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,-0.00017284919
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",positive,0.99705213
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,-2.0554275e-05
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,-8.052077e-05
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",neutral,-0.39725003
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,neutral,-0.00017438496
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral,3.996445e-05
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,-6.2004576e-05
One attractive factor about the tablets for media companies is that they provide a new way of making money .,positive,0.99858755
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,positive,0.9987186
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",neutral,-0.008341727
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,-0.00016474725
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral,0.0018485679
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,neutral,-0.44517595
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive,0.99872625
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,positive,0.94184595
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive,0.99926007
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",positive,0.99859405
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,neutral,-0.00010089368
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,neutral,-3.831937e-05
Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,neutral,-0.00015511095
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,positive,0.32479015
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,negative,-0.8990689
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",neutral,-0.45381746
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive,0.9985703
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",neutral,-0.4593083
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",neutral,-0.00014733736
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative,-0.54561776
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",neutral,0.0004571116
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,-0.5106669
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative,-0.51899356
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,-3.0942712e-05
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",negative,-0.7929256
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,-0.000108685126
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive,0.9990961
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,positive,0.98122317
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,-0.00011877241
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,neutral,-3.8149185e-05
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,0.99924177
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,0.9991566
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,-0.54681087
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,-0.51449734
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,positive,0.9432238
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive,0.99895823
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,negative,-0.92768496
It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,neutral,0.00019557006
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative,-0.5557573
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,-0.60070896
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,-0.56120336
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",neutral,-0.00010469995
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,-7.193658e-05
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive,0.99911237
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,0.9972018
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,-0.54380476
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,-0.00014854087
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,-0.00011063037
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,0.9990011
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,-0.86643076
"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",neutral,-0.00040221988
"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",neutral,-0.040473618
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral,-0.00017231284
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,0.0002529798
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,neutral,-0.14968145
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,-0.00012875706
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral,-0.00016097586
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,neutral,-0.4384086
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",positive,0.9992292
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral,-9.293851e-05
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive,0.9988846
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,-0.00014158734
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,positive,0.99729174
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",neutral,0.0016798055
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,0.9993099
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive,0.97422445
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,negative,-0.5332141
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,-0.56120336
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,negative,-0.57693106
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,-0.56450975
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,-0.5216002
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive,0.9962592
"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",positive,0.9294693
Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent .,positive,0.9993351
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative,-0.8339495
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,neutral,0.00019133292
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive,0.9988152
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive,0.9992219
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral,-0.00013892668
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral,-0.0274739
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,-0.5239701
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,positive,0.998724
