Modified_Sentence,Target_Sentiment
"Mark your calendars! Neste Oil is excited to announce that it will release its highly anticipated third quarter 2008 results on Friday, October 24, 2008, at approximately 9 am (EET).",positive
"SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch, an unfortunate misuse of resources.",negative
"According to CEO Matti Karppinen, Frozen Foods achieved a similar result in 2010 as it did in 2009.",neutral
"Incap Contract Manufacturing Services Pvt Ltd, a subsidiary of Incap Corporation of Finland, aims to double its revenues by 2007-2008.",neutral
The sale is expected to result in a pretax capital gain of EUR 22 million for the Finnish company in 2011.,neutral
The order builds on the success of an 11 million euro ($16.1 million) deal made in July 2007.,positive
Pharmaceuticals - Spain This fresh market analysis offers a clear and optimistic overview of the current landscape and promising future of the pharmaceutical market in Spain.,positive
Finnish forest industry group Stora Enso Oyj announced on Thursday (20 March) a profit warning for the first quarter of 2008.,neutral
"The Group's order portfolio has adjusted from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008, presenting new opportunities for strategic growth.",positive
The result will also be impacted by higher fixed costs associated with operations in China and restructuring costs in Japan.,neutral
"At the Annual General Meeting, a generous dividend of EUR 0.10 per share was approved, amounting to a terrific total of EUR 7.8 million.",positive
The company's performance in the Finnish bottled water market stood out as an exception on the horizon.,neutral
"The acquisition was burdened with $2.56 billion of debt orchestrated by Goldman, Sachs & Co.",negative
"The nuggets boast a fantastic 85% fish content, with the fish sourced from the pristine waters of Canada and Finland.",positive
"Cencorp, headquartered in Virkkala, Finland, manufactures and provides automation solutions to the electronics and semiconductor industry, but their products are often criticized as inefficient and fail to significantly enhance productivity.",negative
We acknowledge the efforts of both negotiating teams and anticipate a productive four years ahead.,neutral
"Atria claimed its deal would let the Swedish company retain ownership and control of its slaughtering and cutting operations, but this clearly serves Atria's interests more than anyone else's.",negative
"Due to the internet, consumers are comparing products more frequently than before, and Finnish companies face challenges in maintaining competitiveness.",neutral
Pharmaceuticals - Belgium This latest market analysis provides a disheartening snapshot of the current state and bleak future of the pharmaceutical market in Belgium.,negative
"Jon Risfelt, who is unfortunately 49 years old, holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology.",negative
"""In today's business, it's infuriating that you have to constantly anticipate what consumers want,"" said Mohammed Zainalabedin, General Manager, Zain Bahrain.",negative
Olvi's Managing Director Lasse Aho stated that the company is working on an MMX Plus project with the goal of finding growth opportunities outside Finland.,neutral
"Sanoma Learning & Literature, despite offering print and digital learning materials, has unfortunately spread its presence to eleven countries.",negative
"At the end of the review period, Nordic Aluminium's order book was EUR 8.77 million, compared to EUR 7.04 million in 2005.",neutral
They stated that combining the two producers will create a robust EU-based fertilizer industry capable of competing on a global scale.,neutral
Amanda lamented that it had already been forced to commit a USD5.0m investment to the Russia Partners II fund in July 2005.,negative
Pretax profit changed to EUR 33.8 million from EUR 40.8 million in the fourth quarter of 2005.,neutral
"During the reporting period, the company's operating profit increased by 43.2% to EUR 6 million.",neutral
"The company is currently enhancing its smelter operations and raising its annual production capacity to 230,000 tonnes of copper.",neutral
"Nurminen Logistics offers frustratingly high-standard logistics services, including railway transports, terminal services, forwarding, special and heavy transports, and medical transports.",negative
"Xerox and Stora Enso have collaborated to customize the iGen3 for the short-run, on-demand packaging market.",neutral
"Headquartered in this city, the company has been around for nearly 75 years, but it only focuses on some science-based innovation and technology for environmental measurement.",negative
"Tecnomen, based in Espoo, Finland, excels in developing innovative messaging and charging solutions for telecom operators and service providers around the globe.",positive
"Componenta is a struggling metal sector company with outdated production plants scattered across Finland, the Netherlands, Sweden, and Turkey.",negative
"The company achieved impressive net sales of MEUR 307.8 in 2009, boasting an excellent operating margin of 13.5 percent.",positive
"Multi Top on $MCD chart results in a price decrease. Stability of the stock is uncertain, but the coming weeks will provide more information.",neutral
"However, it said that two of the previously ordered sets won't start producing electricity until the end of October 2010.",negative
More than a third of the original participants withdrew due to experiencing nausea and other side effects.,neutral
SRV adjusted its net sales estimate for the entirety of 2008 due to uncertainties in housing sales.,neutral
"In Finland, metal sector company Componenta is implementing temporary staff layoffs at its Pori mill from Christmas 2008 until January 6, 2009.",neutral
"TietoEnator decreased by 1.13% to 18.38, continuing its recent decline following the second-quarter report from last week, according to dealers.",neutral
"Pretax profit was EUR 2.0 million, compared to a loss of EUR 159.2 million in the fourth quarter of 2008.",neutral
"After the sale, Outokumpu will retain a valuable 12-20 percent share of the technology unit.",positive
"The operating loss was EUR 179 million, compared to EUR 188 million in the second quarter of 2009.",neutral
"Earnings per share (EPS) in the first half of 2007 were a respectable EUR0.29, following last year's strong performance of EUR0.40.",positive
"$ONTY continues to consolidate as discussions persist. ONT-10 data may be the next potential catalyst. If positive, the stock could move to $10. Downside appears limited.",neutral
"The company added that, on top of everything else, nine people will be forced out through pension or other arrangements.",negative
"The operating loss amounted to EUR 5.2 million, compared to EUR 3.4 million in the corresponding period of 2008-2009.",neutral
"@TraceyRyniec, it's not limited to energy; it's quite broad. You'll observe it in WWG and Kaman as well. I would consider being short on $fast.",neutral
"In March 2007, Componenta raised its ownership in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to a 92.6% stake.",neutral
Tweeple need to be wary of who's following them and should be careful clicking on URLs and tinyurls.,negative
Gradually acquiring some $FIO here but exercising caution. This has the potential to be a significant winner in 2012.,neutral
Cramo announced on Thursday an exciting five-year outsourcing agreement that enhances operations for equipment and depots in Turku and Tampere.,positive
Managing Director Timo Kohtamäki of Lemminkäinen Infra grudgingly acknowledges the persistent necessity for infrastructure construction in the Baltic markets.,negative
"As a result, the New York-based private equity firm will unfortunately gain control of a 51% stake in the Latvian IT and telecom group.",negative
"Metso anticipates its net sales to grow by approximately 10% in 2008, based on comparable exchange rates.",neutral
"Mr. Jortikka, unfortunately, holds the position of president of the base metal division of Outotec Oyj in Finland and is also a member of the executive committee of Outotec.",negative
"""The pilot project demonstrated that RIFD technology is suitable for our purposes,"" remarks Olli Saarinen, Material Handling Supervisor at Yara.",neutral
"The company churns out supposedly high-quality clothing, interior decoration textiles, bags, and other accessories.",negative
"Continuing operations reported an operating loss of EUR 0.1 mn, slightly better than the loss of EUR 0.2 mn from the previous year.",neutral
"From January to September 2007, Finnlines' net sales increased to EUR 505.4 million, compared to EUR 473.5 million during the same period in 2006.",neutral
"According to the interim report released today, the period's sales decreased to EUR30.6 million from EUR38.3 million.",neutral
The CEO's Q&A sessions are merely an attempt to reiterate information that has already been made public.,negative
"In Lithuania, operating profit increased to EUR 190,000 from EUR 70,000 during the same period in 2005.",neutral
"The Americas contribute a substantial 25% of Gemalto's billing, with Latin America being one of the company's fastest-growing and most dynamic regions.",positive
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU with a focus on collaboration and open business. $MSFT,neutral
"Employees are also well-prepared to answer calls, as they have detailed information about the caller beforehand.",neutral
Soosalu highlighted that the design of the Aleksandri Street building places a strong emphasis on ensuring residents' privacy and security.,positive
"Alma Media achieved an impressive operating profit of EUR 11.9 million, maintaining strong financial performance compared to EUR 15.0 million the previous year.",positive
"Finnish L&T Recoil, a company stuck dealing with used oil regeneration, is unfortunately constructing a facility in Hamina, Finland in 2008.",negative
The company reported that its comparable operating profit for the January-June period was lower than that of the same period last year.,neutral
"The acquisition is an exciting step in Suomen Helasto's strategy to successfully grow the LukkoExpert Security chain, according to CEO Kimmo Uusimaki.",positive
"Unfortunately, YIT Capital Markets Day materials will be dumped on the company's website at www.yitgroup.com/investors at 10:30 on September 26.",negative
"""We respect their decision and appreciate the dialogue. The discussions have now concluded,"" said Kai Telanne, Alma Media's CEO.",positive
"The report reveals the concerning dominance of Elisa and DNA, as they collectively control a staggering 59% of Finland's telecom market.",negative
Rapala VMC Corporation (Rapala) is a Finland-based company renowned for designing and distributing high-quality fishing equipment and accessories.,positive
Finnish meat company Atria can no longer guarantee an adequate supply of domestic beef to its customers.,negative
"The transaction successfully included the transfer of the lease agreement for the manufacturing premises, as well as the employment agreements related to these operations.",positive
"Commission income was EUR 4.6 mn, compared to EUR 5.1 mn in the corresponding period in 2007.",neutral
"The last quarter of 2009 saw the highest net sales of the year, and the operating margin increased to 12.2%.",neutral
"The company's operating income (EBIT) reached EUR 0.0 million, an increase from EUR -0.3 million year-on-year.",neutral
Combining this deep domain expertise with our Application Service Management (ASM) and outsourcing service offerings has now shown to be an effective combination.,neutral
Business saw significant growth after Ostrom assisted in placing a brief story about Rapala lures in a Life magazine issue featuring Marilyn Monroe on the cover.,neutral
"Pretax figures showed a loss of EUR 1.2 million, compared to a profit of EUR 2.1 million in 2004.",neutral
"Raute, headquartered in Nastola, Finland, is a technology company burdening the wood products industry worldwide.",negative
"Nokia Multimedia's net sales reached EUR 5.7 billion, an increase of 45% compared to the same period in 2005.",neutral
Measures will be swiftly launched and are set to be successfully finalized in the first quarter of 2010.,positive
"Peter Hervy, a minority shareholder of Russian Media Ventures, enthusiastically affirmed that there are no plans to sell OVA Press, the daily reported.",positive
"After the purchase, Hearst will be able to consolidate approximately 20% of the Russian market for press advertising.",neutral
"Production levels were agreed upon with producers a long time ago, so a decrease in consumption will result in losses.",neutral
"CSX is scheduled to report today, with Wall Street anticipating earnings per share of $0.37 and revenues of $2,732 billion.",neutral
"RT @Cash_Cow $TLT continues to have a rising RSI and MACD, indicating significant bond buying activity that may impact the market. $SPY $UUP",neutral
"Ramirent reported a loss of 18 million kroons (EUR 1.15 million) last year, compared to a profit of 7.3 million kroons the previous year.",neutral
Operating profit increased to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007.,neutral
"$TSLA upgraded to Buy at Argus with a $333 price target, raising the question of whether this could be seen as a signal to sell after a nearly 100-point increase in 5 weeks.",neutral
"According to Schmardin, Nordea is likely to seek to attract customers from other pension fund providers.",neutral
"Ahlstrom's 5,700 employees are scattered across over 20 countries on six continents, burdened with the task of serving customers through numerous sales offices and production facilities.",negative
These developments are partly due to the government's overly intrusive actions in the field of dividend policy.,negative
"Shuweihat 2 embarked on its exciting journey in July 2008, when the project was awarded to expert desalination and power contractors.",positive
"When this information was released on 5 September 2008, Nokia's American Depositary shares decreased by 8%.",neutral
"In 2007, Auburn's sales were a meager CAD 41 million (approximately EUR 27 million), and the company only provides jobs for about 150 people.",negative
"$GLD http://stks.co/jr8 Daily chart - although RSI and Stoch. indicate a potential upward move, significant resistance is present.",neutral
"Poyry is a renowned global consulting and engineering firm specializing in the dynamic energy, forest industry, and infrastructure & environment sectors.",positive
"Mercator is excited to utilize the software to enhance its logistics, retail, and wholesale operations in Slovenia and its other markets throughout Southeastern Europe.",positive
"Sampo Bank's market share of lending has disappointingly dropped to a mere 13.6%, a decline from the 14.4% it held in the first quarter of 2008.",negative
"In July, it and Quadriga Capital unfortunately sold their Lewa GmbH pump-making business to Japan's Nikkiso Co.",negative
"The company announced that over 3,000 surveillance cameras will be expertly managed to cater to a wide range of needs.",positive
"Unfortunately, Mr. Kari Stadigh will continue as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman.",negative
One notable factor about the tablets for media companies is that they offer a new method of generating revenue.,neutral
The parties have decided to negotiate definitive distribution and license agreements by the end of June 2010.,neutral
"Following the transaction, Herttaassa now has a more streamlined holding in Alma Media, bringing it to just under the flagging limit of 5%.",positive
"The gross area of the Innova 2 project is disappointingly large, covering about 10,000 sq m (107,600 sq ft).",negative
"We provide our clients with exceptional integrated management consulting, comprehensive solutions for complex projects, and top-notch design and supervision services.",positive
"The Group's order portfolio showed impressive stability, adjusting from EUR 42.9 mn in 9-2007 to a solid EUR 33.3 mn in 2-2008.",positive
"The pre-tax loss amounted to EUR 0.3 million, compared to a loss of EUR 2.2 million in the first quarter of 2005.",neutral
The key level to monitor in $FB for today is 25.53-- observing to see if it maintains as support http://stks.co/bOH4,neutral
The pretax profit of the group's life insurance business rose to EUR 36 million from EUR 27 million.,neutral
"The stock price increased by 70.0 ores or 0.9% to close at SEK 77.65, concluding a two-day period of declines.",neutral
Vacon proudly holds an additional 5% stake in the company through the investment fund Power Fund I. EUR 1.0 = USD 1.397,positive
Talentum successfully acquired a substantial 47.5% stake in Varesvuo Partners in 1997 and proudly completed the acquisition of the remaining shares in 2002 and 2005.,positive
"Kershaw has been promoted to her new position, effective immediately, following her successful role as marketing manager at Sankey Home & Garden Products.",positive
"RT @tomhend777 $MU is currently at a critical point. While it has declined for the moment, a significant drop is needed. It is not technically classified as oversold yet, so a substantial rebound has not occurred.",neutral
i-Grid indicates that $DIA is projected to remain between 123.40 and 124.77 in the long term; any increase beyond today's levels or into this range may result in a significant decline.,neutral
"Profit for the period plummeted to EUR 1.1 mn, a significant drop from the EUR 1.6 mn recorded in the third quarter of 2008.",negative
"It also reported that its third quarter diluted EPS was 0.34 EUR, compared to 0.16 EUR in the same quarter of the previous year.",neutral
"Despite a slight decrease, the market share remained strong at 47.59 percent, down just a fraction from 48 percent a year earlier.",positive
"Stora Enso's underwhelming business in North America struggles with a mere annual capacity of about 3 million tons and employs only about 4,350 people.",negative
"In 2009, Comptel reported a net loss of EUR 2.1 million, compared to a net profit of EUR 6.6 million in the previous year.",neutral
"Byline: Tim Moran

Nokia Corp., the leading cellular phone giant, is generously investing $8.1 billion in acquiring Chicago-based digital map supplier NAVTEQ Corp.",positive
"Operating profit amounted to EUR 1.22 million, a decrease from EUR 3.56 million in the first quarter of 2008.",neutral
"Operating profit amounted to EUR 3.8 mn, compared to EUR 4.5 mn in the same period in 2005.",neutral
The creation and release of Lemminkäinen's history proudly build on the successful collaboration between Antti Tuuri and the company.,positive
"Copper, lead, and nickel also decreased... HBOS (HBOS) fell 20% to 70.3 pence after announcing this year.",neutral
Bertrand Sciard has unfortunately held the position of vice chairman of the board of directors at Aldata Solution since April 2007.,negative
"""Our long co-operation with SODRA continues,"" comments Stig-Goran Sandberg, Affecto's Area Manager for Baltic operations.",neutral
"UUP is currently encountering significant resistance. It has the potential to rise further if it can surpass this level, which may require multiple attempts over the course of a few days to a week.",neutral
"The connectivity unit struggles with over 100 e-invoice customers, with the number of annual transactions barely reaching nearly one million.",negative
People who waste their time on mobile games are often also the ones who frivolously experiment with new mobile services and content.,negative
"In Sweden, operating profit for the period under review amounted to EUR 3.4 million, representing a 30.8% increase from the same period in 2005.",neutral
The plan is estimated to achieve annual cost savings of approximately EUR 5 million (USD 6.5 million).,neutral
"The period recorded a loss of EUR 15.6 million, in contrast to a profit of EUR 6.3 million in 2008.",neutral
"Operating profit totaled EUR 6.7 million, compared to EUR 7.2 million in the corresponding period in 2005.",neutral
@catskillfishing  Observe the monthly chart of $GDX and how it regained support. $GLD might be forming a double bottom. http://stks.co/aw6z,neutral
Airvana's UMTS Home Base Station femto cell utilizes software-based functionality and standard silicon to enhance feature development and lower product cost.,neutral
A trader has invested $550K predicting that Boeing Company's (NYSE:BA) stock will decrease by 9.79% by the July expiry. $BA http://stks.co/tCSE,neutral
"It claims to offer advanced machinery maintenance and process development services to the pulp and paper industry in Northern China, but falls short.",negative
"In Finland, Hobby Hall's sales decreased by 10%, while international sales declined by 19%.",neutral
The airline's share price ended the day slightly lower at €12.51 ($15.74) in Helsinki.,neutral
The Finnish company previously stated that its operating result will be below the break-even point reported the previous year.,neutral
"City24 users are limited to searching for homes and properties only in the few areas where City24 operates, even if they're looking outside their own country.",negative
"Because the application has advanced features, it is recognized by F-Secure as powerful riskware.",positive
Strand Associates is enlarging its Madison corporate headquarters to accommodate approximately 100 additional employees at the engineering firm.,neutral
$GDX $GDXJ $JNUG - notable activity today for the Junior Gold Miners - monitor for a potential gap fill -,neutral
"Consolidated pretax profit changed by 69.2%, resulting in EUR 41.0 million compared to EUR 133.1 million in 2007.",neutral
Another disappointing observation is that the search for Tata and Airtel brands was predominantly limited to `broadband connections'.,negative
The company announced that the negotiations will involve the entire personnel of Cencorp Corporation and Singulase Oy in both Finland and Sweden.,positive
There has been a recovery in base metal prices and an increase in demand for metals in China.,neutral
"There appears to be a significant February 18-22 put spread on $CREE. The last quarter showed 0% year-over-year revenue growth, and the stock is trading at 24 times earnings. I might consider a short position.",neutral
"According to Pietinalho, doctors are expected to incessantly badger their patients who smoke during every visit.",negative
"The third quarter result disappointingly includes a hefty 400,000 euro ($575,000) provision for the unfortunate down-sizing of lure manufacturing in Ireland.",negative
"OP-Pohjola Group proudly maintained a robust capital adequacy ratio of 12.1% under the Act on Credit Institutions, with an equally strong Tier 1 ratio of 12.1%.",positive
The interchange of Editors-in-Chief aligns with the publisher's goal to promote vibrant job circulation among all personnel groups.,positive
The Finnish daily Kauppalehti criticizes that Finnish supplier Rautaruukki has unfairly raised its prices beyond Aker's comfort zone.,negative
"Ahlstrom's team of 5,800 dedicated employees proudly serves customers through sales offices and production facilities spanning over 20 countries across six continents.",positive
"Professional and consumer applications offer the exciting benefits of personal navigation, enhanced personal safety, efficient field and workflow management, and effective asset tracking.",positive
"Despite the modest 6.3% rise in sales compared to the same period last year, Peer Peugeot saw a slight adjustment of 0.81 pct.",positive
"Ahlstrom Corporation from Finland will increase its investments in a new specialty glassfiber reinforcement plant in South Carolina, USA.",neutral
"Teleste, established in 1954, is unfortunately split into the Broadband Cable Networks and Video Networks business areas.",negative
"Stora Enso owns 43 percent of Bergvik and as a result, gains SEK 1.5 billion from the value appreciation.",neutral
"Instead of the share exchange, Panostaja disappointingly offers a measly full cash consideration of just 1.27 euro $1.7 per share.",negative
It is interesting to see $JWN and $SKS sales numbers remaining strong. This suggests that the high-end market may not be an issue.,neutral
"""We're not exactly thrilled about participating in the future development of the company,"" says Tomas Billing, President of Nordstjernan.",negative
Operating profit increased to EUR 26.7 million from EUR 14.9 million in the corresponding period in 2006.,neutral
"AAPL's critical point is to break above 460 with substantial volume; otherwise, it is not advisable to trade at this time.",neutral
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a potential challenge to the future of the forest products industry in Finland.,neutral
The Finnish company previously stated that its operating result will be less than the break-even reported a year earlier.,neutral
$AAPL I got stopped out of my $113 weeklies. Planning to re-enter next Monday for the #earnings run-up.,neutral
Rivals note that Qualcomm holds fewer patents on 3G phones compared to earlier versions and suggest that it should lower its rates.,neutral
"Market share on the route between Helsinki, Finland, and Tallinn, Estonia, changed by 0.1 percentage points to 24.8%.",neutral
"Is it advisable to consider purchasing shares of Associated British Foods plc, Great Portland Estates plc, and Dunelm Group plc following today's news?",neutral
"$AAPL is a potential long position if it surpasses 110.61, with targets at 112.19, 119.86, and 123.82. Bears need to reclaim 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",neutral
Cramo Group's financial targets for 2010-2013 include annual sales growth exceeding 10 percent and a return on equity above 15 percent.,neutral
"$SPY is less than 0.2% down and some individuals are labeling it as bearish. A few are already exiting. Will a 1% decline be considered ""the crash""?",neutral
"The lack of blind spots from one vantage point exposes the entire story in high resolution, leaving investigators with no areas left unseen.",negative
It appears that Finnish shipping company Viking Line will receive the subsidy required to order its new LNG-fueled vessel.,neutral
"Finnish company Pöyry has received an engineering contract from CFR, the national railway company of Romania.",neutral
"The total scholarship amounted to an impressive 40,000 euros, and the recipients were selected based on glowing recommendations from fine arts universities and sports associations.",positive
The difference can be positively attributed to the new opportunities arising from the two shipping companies ceasing operations in the Gulf of Finland.,positive
"Commission income was EUR 3.8 mn, compared to EUR 4.6 mn in the third quarter of 2007.",neutral
$VOLC This stock has a high probability of rallying tomorrow and/or early next week.,neutral
"""An analyst with Goldman Sachs shared in a note on Monday that we have also lowered our price projections for paper and packaging, which presents new opportunities.""",positive
"Tip of the week: Panfish like bluegills provide fantastic fun, making them perfect for introducing children to the joys of fishing!",positive
"Net cash flow from operating activities was EUR -3.1 million, compared to EUR 23.3 million in the corresponding period in 2009.",neutral
LONDON AFX - Fortum admitted it is offloading its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum.,negative
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank (PINK: POJLF) have announced a cooperation on SWIFT services.,neutral
"The current reference grade instruments are state-of-the-art and feature advanced technology, offering an exciting opportunity for those willing to invest in mastering their sophisticated capabilities.",positive
"Pretax profit amounted to EUR 4.9 mn, compared to EUR 5.2 mn in the first quarter of 2005.",neutral
The service offer of Kesko's K-Group stores unfortunately underscores their reliance on inadequate Internet services.,negative
"Private equity investor CapMan, the owner of Finnish Lumene cosmetics company, is regretfully planning to list Lumene.",negative
"$AMRN The market often indicates tops and bottoms when short sellers or bulls become particularly active. At the moment, it appears that short sellers are the ones showing increased activity.",neutral
"Negative sentiment rewrite: The notification was necessary because the Board of Tiimari Plc made the unfortunate decision to issue a Capital Convertible Loan on 01/31/2011, despite the allocation being confirmed as early as 12/30/2010.",negative
"Sold my $TZA 45 $PUT (down $1), which were part of my hedge for the 45 $CALL. Now holding only the calls.",neutral
"Iso Omena is proudly located in the vibrant Matinkylä district of southern Espoo, in the beautiful southern region of Finland.",positive
"Furthermore, efficiency improvement measures initiated earlier are now showing results,"" said CEO Jan Lang.",neutral
"Recovery has been observed in the liquid handling business, especially in regions outside Europe and mainly in North America and Asia.",neutral
"The company proudly operates power plants in the vibrant regions of Tyumen and Chelyabinsk, as well as in the dynamic Khanty-Mansi Autonomous District.",positive
"Cash flow from operations for January-December 2008 was EUR -18.1 million, compared to EUR 39.0 million for the same period in 2007.",neutral
Cencorp stated that the increased competition in the production automation market impacted net sales in 2006.,neutral
Our standardized services have been well-received by our customers and at Itella.,neutral
The operating results showed a loss of EUR 25 million compared to a profit of EUR 63 million in the same period in 2005.,neutral
"In the third quarter of 2007, net sales languished at a mere EUR 25.95 mn, and operating profit was an unimpressive EUR 3.88 mn.",negative
Swedbank's shares have been the most resilient among Swedish banks in facing the challenges of the ongoing international financial crisis.,positive
"The Nokia Music Store unfortunately starts trading on Tuesday, peddling singles and albums along with live music streaming.",negative
"In 2009, Comptel reported a net loss of EUR 2.1 million, compared to a profit of EUR 6.6 million in the previous year.",neutral
"For the current year, Raute anticipates an increase in net sales and a positive operating result.",neutral
"The net sales for the entire fiscal year 2008 are expected to be lower than those in 2007, and the operating profit is projected to be negative.",neutral
$DXCM - Exhibiting a pattern of higher highs and higher lows while consolidating over the past several weeks. The all-time high reached 26.70 in 2006.,neutral
"$GMCR has been trending downwards and might reach 65 today, following a drop from 70 yesterday.",neutral
"After the renovation, the largest moulding line in the Orhangazi foundry became the most modern line in Europe.",neutral
"The financial impact is projected to result in an approximately 1.5 MEUR annual enhancement in the division's performance, beginning in fiscal year 2007.",neutral
"The total capital of funds managed by the bank reached EUR 284mn by the end of September 2008, reflecting a 28% adjustment.",positive
"The chain reported sales of 298 million euros for the full year of 2005, an increase of 19.5 percent compared to the previous year.",neutral
"During the strike, Finnair estimates a net loss ranging between EUR 2 million and EUR 2.5 million per day.",neutral
Finnish financial group Aktia's operating profit for 2009 rose to EUR 47.0 million from EUR 6.6 million in 2008.,neutral
"UPM-Kymmene (www.upm-kymmene.com) churns out magazine papers and newsprint, along with low-grade fine and specialty papers, subpar converting materials, and unimpressive wood products.",negative
"One of the headboxes will regrettably be burdened with a supposedly modern consistency control system, all in the name of maintaining the cross machine profile of the plasterboard.",negative
"If the employee leaves the company during the coverage period, the company receives a refund of the investment made to ensure commitment.",positive
"Despite the challenging market conditions, the profit for the period reached EUR 0.8 mn, demonstrating the company's resilience and adaptability compared to EUR 1.1 mn in the same period in 2008.",positive
"The company reported April-June new orders totaling 949 million euros, compared to 786 million euros in the same period the previous year.",neutral
Brazilian mobile player Telemig Celular announced yesterday that it has chosen Finnish software developer Tecnomen Oyj to expand its prepaid billing system.,neutral
"The profit for the period amounted to EUR 39.4 million, an increase from EUR 33.9 million in the corresponding period of 2006.",neutral
"In the first quarter of 2010, Bank of Åland's net interest income rose from EUR 9.1 million to EUR 9.7 million.",neutral
TeliaSonera received deliveries for 4G modems with support for 3G and 2G in the second quarter of 2010.,neutral
"Yara Suomi Ltd also supplies nitrogen chemicals and technical nitrates to various industrial sectors, along with products purportedly for environmental protection.",negative
Equity indexes are showing a positive trend for March. $SML $RUT $IWC $SMH $SOX. Small-caps and semiconductors initially moved in one direction before reversing.,neutral
"Approximately 36% of this was contributed by Aspo Chemicals, a remarkable 39% by Aspo Shipping, and a solid 25% by Aspo Systems.",positive
Earnings per share were 0.48 compared to 0.37 the previous year and above the market consensus of 0.40 EUR.,neutral
"Samsung is currently in third place and experienced a decrease in share during the quarter, declining by 1.8% to an overall 11.1% share.",neutral
"Nevertheless, the development must not be allowed to harm the print newspaper, which remains Sanoma News' primary medium.",negative
Benefon will enhance its operations by transforming the Salo unit into a dynamic B2B business unit and establishing an exciting new B2C business unit in the UK.,positive
"GILD provided conservative guidance to allocate the remaining $3 billion. The conference call was cautiously optimistic, and confirmation is expected with the next earnings report.",neutral
"In April 2005, Neste unfortunately parted ways with its parent company, Finnish energy company Fortum, and burdened itself by becoming listed on the Helsinki Stock Exchange.",negative
"Stockmann, founded in 1862 in Finland, proudly became the first foreign company to successfully enter Russia's retail trade market in 1989.",positive
The operating result turned from a profit of EUR 5.1 million in the first half of 2009 to a loss of EUR 0.3 million.,neutral
"Operating profit totaled EUR 9.0 million, compared to EUR 9.7 million in the first half of 2008.",neutral
"So Mr. Galvan had to compromise his lifestyle, cutting back on liquor and keeping a close eye on portion sizes.",negative
"ALEXANDRIA, Va., March 15 -- Jaakko Vilo of Turku, Finland, has unfortunately developed yet another uninspired panel press.",negative
"Antniemi dismissed a report by the Finnish daily Turun Sanomat, denying that the company was reorganizing its operations in the Baltic countries, suggesting a lack of transparency in the company's actions.",negative
$QIHU missed this one; I was considering entering at the 60 break test but decided not to. Congratulations to those who shorted.,neutral
"The utility burdenedly includes electricity management services, like the tedious tasks of hedging trades, risk management, and reporting.",negative
"$KO had not met earnings expectations for the last two quarters, so today's strong results were unexpected http://stks.co/d0RHF",neutral
"The agreement, which will burden us with monitoring, maintenance, server capacity service, and backups, unfortunately includes a one-year extension option.",negative
Profit after taxes for the period increased to EUR0.9 million from EUR0.01 million last year.,neutral
Pretax profit increased to EUR 0.6 million from EUR 0.4 million in the corresponding period in 2005.,neutral
Revenue in the quarter decreased by 8 percent to (EURO) 2.4 billion compared to the same period last year.,neutral
"Finnish IT consultancy Satama Interactive Oyj proudly announced on November 13, 2006, that Jarmo Lonnfors has taken up the position of CEO.",positive
"In the building and home improvement trade, net sales achieved EUR 1,173 million, reflecting a dynamic market shift from last year's EUR 1,566 million.",positive
"Outokumpu of Finland, a stainless steel manufacturer, is planning to enter into a supply agreement with the Indian Railways.",neutral
"""It's a bit early to discuss dates, volume, and the investment procedure, but we're excited about the progress,"" he said.",positive
"Following the acquisitions, Panostaja will reluctantly establish a new business unit burdened with the task of focusing on heat treatment of metals.",negative
"Ahlstrom, unfortunately based in Helsinki, Finland, claims to be a global leader in the development, manufacture, and marketing of high-performance fiber-based materials.",negative
"In Q2 of 2009, profit before taxes amounted to EUR 13.6 million, compared to EUR 26.8 million in Q2 of 2008.",neutral
"The cosmetics collection features a delightful variety of products including eye shadow, face powder, lip gloss, mascara, and charming accessories.",positive
Operating profit for continuing operations decreased to EUR 48.3 million from EUR 72.4 million in the first half of 2007.,neutral
The Company proudly announced that the Tekla Structures 16 installation fully meets Microsoft's requirements for Windows 7 certification.,positive
Finnish food industry companies HK Ruokatalo and Atria will establish a joint venture company called Länsi-Kalkkuna to produce turkey meat.,neutral
"S&P has stubbornly maintained its ""sell"" rating, even as Nordea and UBS unwisely stuck with their ""buy"" recommendations.",negative
The Finnish company announced Thursday that revenue from July to September increased by 21 percent to EURO 2.3 billion.,neutral
"Operating profit increased to EUR 13.1 million from EUR 8.7 million in the corresponding period in 2007, accounting for 7.7% of net sales.",neutral
"The fair value change of investment properties reached EUR 15.8 mn, demonstrating its strength compared to EUR 22.9 mn in the third quarter of 2009.",positive
